feature	UNMAPPED	UNINTEGRATED	X1CMET2.PWY..folate.transformations.III..E..coli.	ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose.	ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine.	ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle.	ARO.PWY..chorismate.biosynthesis.I	ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis	BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.chain.amino.acid.biosynthesis	CALVIN.PWY..Calvin.Benson.Bassham.cycle	CITRULBIO.PWY..L.citrulline.biosynthesis	COA.PWY.1..superpathway.of.coenzyme.A.biosynthesis.III..mammals.	COA.PWY..coenzyme.A.biosynthesis.I..prokaryotic.	COBALSYN.PWY..superpathway.of.adenosylcobalamin.salvage.from.cobinamide.I	COLANSYN.PWY..colanic.acid.building.blocks.biosynthesis	COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis	DTDPRHAMSYN.PWY..dTDP..beta..L.rhamnose.biosynthesis	GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation	GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation	GLUTORN.PWY..L.ornithine.biosynthesis.I	GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose.	HISDEG.PWY..L.histidine.degradation.I	HISTSYN.PWY..L.histidine.biosynthesis	HSERMETANA.PWY..L.methionine.biosynthesis.III	ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine.	LACTOSECAT.PWY..lactose.and.galactose.degradation.I	METH.ACETATE.PWY..methanogenesis.from.acetate	NONMEVIPP.PWY..methylerythritol.phosphate.pathway.I	NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..I	OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli.	P41.PWY..pyruvate.fermentation.to.acetate.and..S..lactate.I	PANTO.PWY..phosphopantothenate.biosynthesis.I	PANTOSYN.PWY..superpathway.of.coenzyme.A.biosynthesis.I..bacteria.	PENTOSE.P.PWY..pentose.phosphate.pathway	PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing.	PWY.1042..glycolysis.IV	PWY.241..C4.photosynthetic.carbon.assimilation.cycle..NADP.ME.type	PWY.2942..L.lysine.biosynthesis.III	PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I	PWY.3841..folate.transformations.II..plants.	PWY.4984..urea.cycle	PWY.5030..L.histidine.degradation.III	PWY.5097..L.lysine.biosynthesis.VI	PWY.5100..pyruvate.fermentation.to.acetate.and.lactate.II	PWY.5103..L.isoleucine.biosynthesis.III	PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline.	PWY.5188..tetrapyrrole.biosynthesis.I..from.glutamate.	PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase.	PWY.5659..GDP.mannose.biosynthesis	PWY.5667..CDP.diacylglycerol.biosynthesis.I	PWY.5686..UMP.biosynthesis.I	PWY.5695..inosine.5..phosphate.degradation	PWY.5941..glycogen.degradation.II	PWY.5973..cis.vaccenate.biosynthesis	PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I	PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II	PWY.6123..inosine.5..phosphate.biosynthesis.I	PWY.6124..inosine.5..phosphate.biosynthesis.II	PWY.6125..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.II	PWY.6126..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.II	PWY.6147..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.I	PWY.6151..S.adenosyl.L.methionine.salvage.I	PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate	PWY.621..sucrose.degradation.III..sucrose.invertase.	PWY.6270..isoprene.biosynthesis.I	PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis	PWY.6317..D.galactose.degradation.I..Leloir.pathway.	PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria.	PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing.	PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing.	PWY.6527..stachyose.degradation	PWY.6608..guanosine.nucleotides.degradation.III	PWY.6609..adenine.and.adenosine.salvage.III	PWY.6628..superpathway.of.L.phenylalanine.biosynthesis	PWY.6629..superpathway.of.L.tryptophan.biosynthesis	PWY.6700..queuosine.biosynthesis.I..de.novo.	PWY.6703..preQ0.biosynthesis	PWY.6731..starch.degradation.III	PWY.6823..molybdopterin.biosynthesis	PWY.6892..thiazole.component.of.thiamine.diphosphate.biosynthesis.I	PWY.6897..thiamine.diphosphate.salvage.II	PWY.6936..seleno.amino.acid.biosynthesis..plants.	PWY.702..L.methionine.biosynthesis.II	PWY.7111..pyruvate.fermentation.to.isobutanol..engineered.	PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type	PWY.7197..pyrimidine.deoxyribonucleotide.phosphorylation	PWY.7199..pyrimidine.deoxyribonucleosides.salvage	PWY.7208..superpathway.of.pyrimidine.nucleobases.salvage	PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II	PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis	PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II	PWY.7228..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.I	PWY.7229..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.I	PWY.7234..inosine.5..phosphate.biosynthesis.III	PWY.7237..myo...chiro..and.scyllo.inositol.degradation	PWY.7238..sucrose.biosynthesis.II	PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II	PWY.7328..superpathway.of.UDP.glucose.derived.O.antigen.building.blocks.biosynthesis	PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast.	PWY.7456...beta...1.4..mannan.degradation	PWY.7560..methylerythritol.phosphate.pathway.II	PWY.7663..gondoate.biosynthesis..anaerobic.	PWY.7790..UMP.biosynthesis.II	PWY.7791..UMP.biosynthesis.III	PWY.7851..coenzyme.A.biosynthesis.II..eukaryotic.	PWY.7953..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.III..meso.diaminopimelate.containing.	PWY.7977..L.methionine.biosynthesis.IV	PWY.8178..pentose.phosphate.pathway..non.oxidative.branch..II	PWY.8187..L.arginine.degradation.XIII..reductive.Stickland.reaction.	PWY.841..superpathway.of.purine.nucleotides.de.novo.biosynthesis.I	PWY.I9..L.cysteine.biosynthesis.VI..from.L.methionine.	PWY0.1296..purine.ribonucleosides.degradation	PWY0.1319..CDP.diacylglycerol.biosynthesis.II	PWY0.1586..peptidoglycan.maturation..meso.diaminopimelate.containing.	PWY66.429..fatty.acid.biosynthesis.initiation..mitochondria.	PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate.	RHAMCAT.PWY..L.rhamnose.degradation.I	RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants.	SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I	THISYN.PWY..superpathway.of.thiamine.diphosphate.biosynthesis.I	THISYNARA.PWY..superpathway.of.thiamine.diphosphate.biosynthesis.III..eukaryotes.	THRESYN.PWY..superpathway.of.L.threonine.biosynthesis	TRNA.CHARGING.PWY..tRNA.charging	TRPSYN.PWY..L.tryptophan.biosynthesis	UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I	VALSYN.PWY..L.valine.biosynthesis
AE1332	-6.08645391512907	-6.08645391512907	-6.08645391512907	-6.08645391512907	-6.08645391512907	-6.08645391512907	-6.08645391512907	NA	-6.08645391512907	-6.08645391512907	NA	-6.08645391512907	-6.08645391512907	NA	NA	-6.08645391512907	-6.08645391512907	NA	NA	-6.08645391512907	-6.08645391512907	NA	-6.08645391512907	-9.11104142150567	-6.08645391512907	NA	NA	-6.08645391512907	-6.08645391512907	NA	-6.08645391512907	-6.08645496642133	-6.0864543822738	NA	-6.08645391512907	-6.08645391512907	NA	-7.67484165313746	-16.7741877741792	-6.08645391512907	NA	NA	-6.08645391512907	-6.08645391512907	-6.08645391512907	NA	NA	NA	NA	-6.08645391512907	-6.08645391512907	-6.08645391512907	-6.08645391512907	NA	-6.08645391512907	-6.08645391512907	-6.08645391512907	-6.08645391512907	NA	NA	NA	-6.08645391512907	-6.08645391512907	NA	NA	-6.08645391512907	-6.08645393359556	-6.08645391512907	-6.08645391512907	-6.08645391512907	NA	NA	-6.08645391512907	NA	-6.08645391512907	-6.08645391512907	NA	NA	-24.0687490344266	NA	NA	NA	NA	-6.08645391512907	-21.811152685129	NA	NA	NA	NA	-6.08645391512907	NA	NA	NA	NA	-6.08698569529882	-6.08645391512907	-6.08645391512907	NA	-6.08645391512907	NA	NA	NA	-6.08645391512907	-6.08645391512907	-6.08645391512907	-6.08645391512907	-6.08645391512907	-6.08645391512907	NA	NA	NA	-6.08645391512907	-6.08645391512907	-6.08645391512907	-6.08645391512907	-7.09579726488285	NA	-36.7207723632815	-6.08645391512907	NA	NA	-6.08645391512907	-6.08645391512907	-6.08645391512907	NA	-6.08645391512907
AE2332	-6.35552002376256	-6.35552002376256	-6.35552002376256	-6.35552002376256	-6.35552002376256	-6.35552002376256	-6.35552002376256	NA	-6.35552002376256	-6.35552002376256	NA	-6.35552002376256	-6.35552002376256	-6.35552002376256	NA	-6.35552002376256	-6.35552002376256	NA	-6.35552002376256	-6.35552002376256	-6.35552002376256	NA	-6.35552002376256	-6.35552002376256	-6.35552002376256	NA	NA	-6.35552002376256	-6.35552002376256	NA	-6.35552002376256	-6.35552002376256	-6.35552002376256	NA	-6.35552002376256	-6.35552002376256	-24.634992223527	-6.35552002376256	-6.35552002376256	-6.35552002376256	NA	NA	-6.35552002376256	-6.35552002376256	-6.35552002376256	NA	NA	NA	NA	-6.35552002376256	-6.35552002376256	-6.35552002376256	-6.35552002376256	NA	-6.35552002376256	-6.35552002376256	-6.35552002376256	-6.35552002376256	NA	NA	NA	-6.35552002376256	-6.35552002376256	NA	-7.09843699132654	-6.35552002376256	-6.35552002376256	-6.35552002376256	-6.35552002376256	-6.35552002376256	-6.35552002376256	NA	-6.35552002376256	NA	-6.35552002376256	-6.35552002376256	-36.1153693539989	NA	-6.35552002376256	-6.35592854333118	-6.58826668142174	-6.35552002376256	NA	-6.35552002376256	-24.3719501671623	NA	-6.35552002376256	NA	NA	-6.35552002376256	NA	NA	NA	NA	-6.35552002376256	-6.35552002376256	-6.35552002376256	NA	-6.35552002376256	NA	-7.1790888097266	NA	-6.35552002376256	-6.35552002376256	-6.35552002376256	-6.35552002376256	-6.35552002376256	-6.35552002376256	NA	NA	NA	-6.35552002376256	-6.35552002376256	-6.35552002376256	-6.35552002376256	-6.35552002376256	NA	-6.35554630038371	-6.35552002376256	NA	-6.55428481554034	-6.35552002376256	-6.35552002376256	-6.35552002376256	NA	-6.35552002376256
AK1371	-6.47964230929534	-6.47964230929534	-6.47964230929534	-6.47964230929534	-6.47964230929534	-6.47964230929534	-6.47964230929534	-6.49488623115225	-6.47964230929534	-6.47964230929534	NA	-6.47964230929534	-6.47964230929534	-6.73188610708065	NA	-6.47964230929534	-6.47964230929534	NA	-6.47964230929534	-6.47964230929534	-6.47964230929534	NA	-6.47964230929534	-6.47964230929534	-6.47964230929534	-9.01733824390423	NA	-6.47964230929534	-6.47964230929534	-6.47964230929534	-6.47964230929534	-6.47964230929534	-6.47964230929534	NA	-6.47964230929534	-6.47964230929534	NA	-6.47964230929534	-6.47964230929534	-6.47964230929534	NA	NA	-6.47964230929534	-6.47964230929534	-6.47964230929534	NA	-6.47964230929534	NA	NA	-6.47964230929534	-6.47964230929534	-6.47964230929534	-6.47964230929534	-39.698923258169	-6.47964230929534	-6.47964230929534	-6.47964230929534	-6.47964230929534	NA	NA	NA	-6.47964230929534	-6.47964230929534	NA	-6.64712418378406	-6.47964230929534	-6.47964230929534	-6.47964230929534	-6.47964230929534	-6.47964230929534	-6.47964230929534	-38.1139607574478	-6.47964230929534	NA	-6.47964230929534	-6.47964230929534	-6.47964230929534	NA	-6.47964230929534	-20.0150274087776	-6.47964230929534	-6.47964230929534	-6.47964230929534	-6.47964230929534	NA	NA	-6.47964230929534	NA	NA	-6.47964230929534	NA	NA	NA	NA	-6.47964230929534	-6.47964230929534	-6.47964230929534	-21.0682046504861	-6.47964230929534	NA	-6.66953857826018	-39.698923258169	-6.47964230929534	-6.47964230929534	-6.47964230929534	-6.47964230929534	-6.47964230929534	-6.47964230929534	-6.47964824267943	NA	-6.47964230929534	-6.47964230929534	-6.47964230929534	-6.47964231131511	-6.47964230929534	-6.47964230929534	-7.55977737647087	-6.47964230929534	-6.47964230929534	-33.3066058353902	-35.1753613021119	-6.47964230929534	-6.47964230929534	-6.47964230929534	-6.47964230929534	-6.47964230929534
AK2371	-6.33226681419453	-6.33226681419453	-6.33226681419453	-6.33226681419453	-6.33226681419453	-6.33226681419453	-6.33226681419453	NA	-6.33226681419453	-6.33226681419453	NA	-6.33226681419453	-6.33226681419453	-33.9368379189529	NA	-6.33226681419453	-6.33226681419453	NA	-6.33226681419453	-6.33226681419453	-6.33226681419453	NA	-6.33226681419453	-6.33226681419453	-6.33226681419453	NA	NA	-6.33226681419453	-6.33226681419453	-6.33226681419453	-6.33226681419453	-6.33226681419453	-6.33226681419453	NA	-6.33226681419453	-6.33226681419453	NA	-6.33226681419453	-6.33250015465039	-6.33226681419453	NA	NA	-6.33226681419453	-6.33226681419453	-6.33226681419453	NA	-6.40922196528749	NA	NA	-6.33226681419453	-6.33226681419453	-6.33226681419453	-6.33226681419453	NA	-6.33226681419453	-6.33226681419453	-6.33226681419453	-6.33226681419453	NA	NA	NA	-6.33226681419453	-6.33226681419453	NA	-22.32593549123	-6.33226681419453	-6.33226681419453	-6.33226681419453	-6.33226681419453	-6.33226681419453	-6.80349592114568	NA	-6.33226681419453	NA	-6.33226681419453	-6.33226681419453	-6.33226681419453	NA	-6.33226681419453	NA	-6.33226681419453	-6.33226681419453	NA	-6.33226681419453	NA	NA	-6.33226681419453	NA	NA	-6.33226681419453	NA	NA	NA	NA	-6.47454902376277	-6.33226681419453	-6.33226681419453	-32.837302245402	-6.33226681419453	NA	-22.5185765348448	NA	-6.33226681419453	-6.33226681419453	-6.33226681419453	-6.33226681419453	-6.33226681419453	-6.33226681419453	NA	NA	NA	-6.33226681419453	-6.33226681419453	NA	-6.33226681419453	-6.33226681419453	-25.64616075805	-6.3322668162143	-6.33226681419453	NA	NA	-6.33226681419453	-6.33226681419453	-6.33226681419453	-6.33226681419453	-6.33226681419453
AM1310	-6.51042750333451	-6.51042750333451	-6.51042750333451	-6.51042750333451	-6.51042750333451	-6.51042750333451	-6.51042750333451	-6.51076601675894	-6.51042750333451	-6.51042750333451	NA	-6.51042750333451	-6.51042750333451	-7.19203291065654	-6.63705831901921	-6.51042750333451	-6.51042750333451	NA	-6.51042750333451	-6.51042750333451	-6.51042750333451	-6.51092615331184	-6.51042750333451	-6.51042750333451	-6.51042750333451	NA	NA	-6.51042750333451	-6.51042750333451	-10.2886337475545	-6.51042750333451	-6.51042750333451	-6.51042750333451	NA	-6.51042750333451	-6.51042750333451	NA	-6.51042750333451	-6.51042750333451	-6.51042750333451	NA	NA	-6.51042750333451	-6.51042750333451	-6.51042750333451	-23.3420613086848	-6.51042750333451	NA	-6.7703477548919	-6.51042750333451	-6.51042750333451	-6.51042750333451	-6.51042750333451	-6.98940658297537	-6.51042750333451	-6.51042750333451	-6.51042750333451	-6.51042750333451	NA	NA	NA	-6.51042750333451	-6.51042750333451	NA	NA	-6.51042750333451	-6.51042750333451	-6.51042750333451	-6.51042750333451	-6.51042750333451	-6.62351004481838	NA	-6.51042750333451	NA	-6.51042750333451	-6.51042750333451	-6.51042750333451	-8.28206415966494	-6.51042750333451	-6.51711771663401	-6.51042750391159	-6.51042750333451	NA	-6.51042750333451	NA	NA	-6.51042750333451	NA	NA	-6.51042750333451	NA	NA	NA	NA	-6.51042750333451	-6.51042750333451	-6.51042750333451	-6.53617934921655	-6.51042750391159	-10.507520105791	NA	-7.08786482464466	-6.51042750333451	-6.51042750333451	-6.51042750333451	-6.51042750333451	-6.51042750333451	-6.51042750333451	NA	NA	NA	-6.51042750333451	-6.51042750333451	-6.51042750333451	-6.51042750333451	-6.51042750333451	-6.51042750333451	-6.51042750333451	-6.51042750333451	-6.51176803040076	-6.51042750420013	-6.51042750333451	-6.51042750333451	-6.51042750333451	-11.2350753567664	-6.51042750333451
AM2310	-6.3339012579022	-6.3339012579022	-6.3339012579022	-6.3339012579022	-6.3339012579022	-6.3339012579022	-6.3339012579022	NA	-6.3339012579022	-6.3339012579022	NA	-6.3339012579022	-6.3339012579022	-37.9682197060547	NA	-6.3339012579022	-6.3339012579022	NA	NA	-6.3339012579022	-6.3339012579022	NA	-6.3339012579022	-6.3339012579022	-6.3339012579022	NA	NA	-6.3339012579022	-6.3339012579022	-6.34776298497294	-6.3339012579022	-6.3339012579022	-6.3339012579022	NA	-6.3339012579022	-6.3339012579022	NA	-6.3339012579022	-6.46961513656377	-6.3339012579022	NA	NA	-6.3339012579022	-6.3339012579022	-6.3339012579022	NA	-6.3339012579022	NA	NA	-6.3339012579022	-6.3339012579022	-6.3339012579022	-6.3339012579022	NA	-6.3339012579022	-6.3339012579022	-6.3339012579022	-6.3339012579022	NA	NA	NA	-6.3339012579022	-6.3339012579022	NA	NA	-6.3339012579022	-6.3339012579022	-6.3339012579022	-6.3339012579022	-6.3339012579022	-9.31840077914141	NA	-6.3339012579022	-10.2391695947974	-6.3339012579022	-6.3339012579022	-7.09711900616849	NA	-6.3339012579022	NA	-6.33695973034792	-6.3339012579022	-24.368694237347	-6.3339012579022	NA	NA	-6.3339012579022	NA	NA	-6.3339012579022	NA	NA	NA	NA	-6.3339012579022	-6.3339012579022	-6.3339012579022	-6.33409541342794	-6.33393877105782	NA	NA	NA	-6.3339012579022	-6.3339012579022	-6.3339012579022	-6.3339012579022	-6.3339012579022	-6.3339012579022	NA	NA	-24.6317131462444	-6.3339012579022	-6.3339012579022	-6.3339012579022	-6.3339012579022	-13.9672712182896	NA	-6.33392539727757	-6.3339012579022	NA	-6.33395752728004	-6.3339012579022	-6.3339012579022	-6.3339012579022	-6.36149279215892	-6.3339012579022
AP1348	-6.17221845574363	-6.17221845574363	-6.17221845574363	-6.17221845574363	-6.17221845574363	-6.17221845574363	-6.17221845574363	NA	-6.17221845574363	-6.17221845574363	NA	-6.17221845574363	-6.17221845574363	-37.8065369038961	NA	-6.17221845574363	-6.17221845574363	NA	NA	-6.17221845574363	-6.17221845574363	NA	-6.17221845574363	-6.17221845574363	-6.17221845574363	NA	NA	-6.17221845574363	-6.17221845574363	NA	-6.17221845574363	-6.17221845574363	-6.17221845574363	NA	-6.17221845574363	-6.17221845574363	NA	-19.8451833049425	-34.9991819818385	-6.17221845574363	NA	NA	-6.17221845574363	-6.17221845574363	-6.17221845574363	NA	NA	NA	NA	-6.17221845574363	-6.17221845574363	-6.17221845574363	-6.17221845574363	NA	-6.17221845574363	-6.17221845574363	-6.17221845574363	-6.17221845574363	NA	NA	NA	-6.17221845574363	-6.17221845574363	NA	NA	-6.17221845574363	-6.17221845574363	-6.17221845574363	-6.17221845574363	-6.17221845574363	-9.15358542322827	NA	-6.17221845574363	NA	-6.17221845574363	-6.17221845574363	NA	NA	-6.17221845574363	-36.2215744031749	NA	-6.17221845574363	-6.18332789487543	-6.17221845574363	NA	NA	NA	NA	NA	-6.17221845574363	NA	NA	NA	NA	-6.17221845574363	-6.17221845574363	-6.17221845574363	NA	-12.3414002417507	NA	NA	NA	-6.17221845574363	-6.17221845574363	-6.17221845574363	-6.17221845574363	-6.17221845574363	-6.17221845574363	NA	NA	-6.18553955369806	-6.17221845574363	-6.17221845574363	-6.17221845574363	-6.17221845574363	NA	NA	-6.18553244339633	-6.17221845574363	NA	NA	-6.17221845574363	-6.17221845574363	-6.17221845574363	NA	-6.17221845574363
AP2348	-6.19979185867485	-6.19979185867485	-6.19979185867485	-6.19979185867485	-6.19979185867485	-6.19979185867485	-6.19979185867485	NA	-6.1997920727708	-6.19979185867485	NA	-6.19979185867485	-6.19979185867485	-6.19979186026181	NA	-6.19979185867485	-6.19979185867485	NA	NA	-6.19979185867485	-6.19979185867485	NA	-6.19979185867485	-6.46454456566429	-6.1997920727708	NA	NA	-6.19979185867485	-6.19979185867485	NA	-6.77911964892245	-6.19979185896338	-6.19979185881911	NA	-6.19979185867485	-6.19979185867485	NA	-6.19979467683809	-12.8566153573416	-6.19979185867485	NA	NA	-6.19979185867485	-6.77911964892245	-6.19979220117069	NA	NA	NA	NA	-6.19979185867485	-6.19979185867485	-6.19979185867485	-6.19979185867485	NA	-6.19979185867485	-6.19979185867485	-6.19979185867485	-6.19979185867485	NA	NA	NA	-6.19979185867485	-6.19979185867485	NA	NA	-6.19979185867485	-6.19979185867485	-6.19979185867485	-6.19979185867485	-6.19979185867485	NA	NA	-6.19979185867485	NA	-6.1997918683409	-6.19979185867485	NA	NA	-6.19979185867485	NA	NA	-6.58068212360211	NA	-6.19979185867485	NA	NA	-6.19979185867485	NA	NA	-6.19979185867485	NA	NA	NA	NA	-6.19979185867485	-6.19979185867485	-6.19979185867485	NA	-6.19979185867485	NA	NA	NA	-6.19979185867485	-6.19979185867485	-6.19979185867485	-6.19979185867485	-6.19979185867485	-6.19979185867485	NA	NA	NA	-6.19979185867485	-6.19979185867485	-6.19979185867485	-6.19979185867485	-7.04284381338029	NA	-6.19979185867485	-6.19999095163163	NA	NA	-6.19979192099927	-6.19979185867485	-6.1997918820465	NA	-6.19979185867485
AT1302	-6.31721298887308	-6.31721298887308	-6.31721298887308	-6.31721298887308	-6.31721298887308	-6.31721298887308	-6.31721298887308	NA	-6.31721298887308	-6.31721298887308	NA	-6.31721298887308	-6.31721298887308	-6.79881508154137	NA	-6.31721298887308	-6.31721298887308	NA	NA	-6.31721298887308	-6.31721298887308	NA	-6.31721298887308	-6.31723291089791	-6.31721298887308	NA	NA	-6.31721298887308	-6.31721298887308	NA	-6.31721396341391	-6.31721298887308	-6.31721298887308	NA	-6.31721298887308	-6.31721298887308	NA	-6.31721298945016	-6.31721299276835	-6.31721298887308	NA	NA	-6.31721298887308	-6.31721396341391	-6.31721298887308	NA	NA	NA	NA	-6.31721298887308	-6.31721298887308	-6.31721298887308	-6.31721298887308	NA	-6.31721298887308	-6.31721298887308	-6.31721298887308	-6.31721298887308	NA	NA	NA	-6.31721298887308	-6.31721298887308	NA	NA	-6.31721298887308	-6.31721298887308	-6.31721298887308	-6.31721298887308	-6.31721298887308	-6.31721335863586	NA	-6.31721298887308	NA	-6.31721298887308	-6.31721298887308	-6.33826123013674	NA	-6.31721298887308	-11.0591524920271	-22.4680305280575	-6.31745410355952	-6.31738367195669	-6.31721298887308	NA	NA	-6.31721298887308	NA	NA	-6.31721298887308	NA	NA	NA	NA	-6.31721298887308	-6.31721298887308	-6.31721298887308	-18.6641527192854	-6.31721298887308	NA	NA	NA	-6.31721298887308	-6.31721298887308	-6.31721298887308	-6.31721298887308	-6.31721298887308	-6.31721298887308	NA	NA	-6.31722489721563	-6.31721298887308	-6.31721298887308	-6.31721298887308	-6.31721298887308	-6.31721298887308	NA	-6.31721298887308	-6.31721298887308	NA	NA	-6.31721298887308	-6.31721298887308	-6.31721298887308	NA	-6.31721298887308
AT2302	-6.30241099394454	-6.30241099394454	-6.30241099394454	-6.30241099394454	-6.30241099394454	-6.30241099394454	-6.30241099394454	NA	-6.30241099394454	-6.30241099394454	NA	-6.30241099394454	-6.30241099394454	-6.30241099394454	-29.1885365925075	-6.30241099394454	-6.30241099394454	NA	-6.30241099394454	-6.30241099394454	-6.30241099394454	NA	-6.30241099394454	-6.30241101500789	-6.30241099394454	NA	NA	-6.30241099394454	-6.30241099394454	NA	-6.30241099394454	-6.30241099394454	-6.30241099394454	NA	-6.30241099394454	-6.30241099394454	NA	-6.30241099394454	-6.39747580077617	-6.30241099394454	NA	NA	-6.30241099394454	-6.30241099394454	-6.30241099394454	NA	-24.6243191451535	NA	-30.3220195979818	-6.30241099394454	-6.30241099394454	-6.30241099394454	-6.30241099394454	NA	-6.30241099394454	-6.30241099394454	-6.30241099394454	-6.30241099394454	NA	NA	NA	-6.30241099394454	-6.30241099394454	NA	-22.0996764678154	-6.30241099394454	-6.30241099394454	-6.30241099394454	-6.30241099394454	-6.30241099394454	-6.30241099394454	NA	-6.30241099394454	NA	-6.30241099394454	-6.30241099394454	-26.3090435750019	NA	-6.30241099394454	-6.30595686285746	-20.408934295445	-6.30241102553956	NA	-6.30241099394454	NA	NA	-6.30241099394454	NA	NA	-6.30241099394454	NA	NA	NA	NA	-6.30241099394454	-6.30241099394454	-6.30241099394454	-25.9943371213897	-6.30241099394454	-30.0622603241809	-22.292319198521	NA	-6.30241099394454	-6.30241099394454	-6.30241099394454	-6.30241099394454	-6.30241099394454	-6.30241099394454	NA	NA	NA	-6.30241099394454	-6.30241099394454	-6.30241099394454	-6.30241099394454	-6.31531989089274	NA	-6.30241099394454	-6.30241102510675	NA	-20.1638371462813	-6.30241099394454	-6.30241099394454	-6.30241099394454	NA	-6.30241099394454
